id,text,description,time_captured,lang,self-reported location
16753411,RT “@NDPHoC_NPDCdC: #C279 from #NDP MP @r_garrison adopted by the #HOC. A great victory for transgender and transsexual people. #cdnpol”,,2013-03-20 23:42:41 UTC,en,""
1099809654,"WOW
""@oliviachow: Cons voted against #NDP AirPassengerBillofRights. No justice for those stuck on tarmac for 17 hrs or lost luggage""
#1WP","The sun still shines, the grass still grows and the rivers still run. Treaties were implemented, time for Canada to honor them.",2013-03-29 02:26:06 UTC,en,""
389475975,"RT @LouArab: Redford wants to ship tens of thousands of refinery jobs to Texas, and it's the #NDP betraying our economy? #ableg #abpoli","Mystic, Seeker of Truth, Lover of Music!  Freelance Digital Audio Specialist & DJ.  Check out my music alias @BWaterMusic.",2013-03-18 18:40:40 UTC,en,In the Matrix w/ all y'all
21510079,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/WQcKHUgKE9 #NDP #cdnpoli","Lawyer,Left leaning political junkie,contract bridge player,loves sports esp rugby & cricket,believes violence shd be kept out of hockey and everyday life",2013-03-18 17:12:04 UTC,en,Canada
316750387,On this week's episode of @ThisWeekinBC we're talking provincial election #politics #liberals #NDP http://t.co/poqJLNHocC,"go! Island is a news magazine show on #ShawTV Ch.4 highlighting stories from #yyj, South Van. Island & Gulf Islands. Email story ideas to go_islandsouth@shaw.ca",2013-03-15 23:43:44 UTC,en,South Vancouver Island 
392880793,RT @RealMattHopkins: #NDP Leader Mulcair comes to London and draws 70 people. Next #LPCLdr Justin Trudeau draws 600. #LDNOnt #OLP #LPC # ...,"#Leafs #Raptors #Jays #NFL #KobeSystem. Eat Sleep Sports. Lifelong Liberal. Sikh. 
",2013-03-16 20:51:26 UTC,en,T Dot
967227373,"RT @LibFail99: In honour of Saint Patrick, let's drive what's left of the #NDP out of Alberta. C'mon who's with me?","Husband, Dad, Plumber, Outdoorsman, Sports Fan, Ham Radio Operator, Libertarian Anti-Government Extremist & All Around Nice Guy. #LoveThisTeam",2013-03-17 16:39:25 UTC,en,CN88hn15
50648768,RT @FinDonnelly: Second hour of #sharkfindb8 just wrapped up in the House. Two days until Parliament votes to make Canada #finfree #ndp  ...,"Shark Conservationist, Environmental Attorney, Author upcoming book An Ocean-Lovers Guide to Understanding Shark Attacks writer for http://t.co/Fj4WZCB9t3",2013-03-26 15:47:51 UTC,en,The Thumb
13080962,Sooooo…. who's going to Convention? #mtlqc13 #NDP,"Communicator, organizer, creator and campaigner.",2013-03-27 00:16:47 UTC,en,"Toronto, ON"
811236194,RT @leadnowca: #LPC have every reason to #coop4ca with #NDP and #GPC in next election http://t.co/FINO7Bcgf5 #cdnpoli #lpcldr,promoting citizen power through a better understanding of our society,2013-03-26 23:46:45 UTC,en,""
113326816,RT @DuckFexter: Forgotten #NDP boo boo's -&gt; Premier Darrell Dexter defrauded taxpayers by billing his NS Barristers Society fee to us ...,"Ima Communist! Thats right, Fuck you Joe McCarthy from the 1950's!",2013-03-23 19:42:18 UTC,en,""
462214859,I wish right wing hacks would look at cbc's #Jack from an economics view. Cbc saw a market and capitalized on it.. #cdnpoli #cpc #ndp,"#NDP Activist // Militant du #NPD ~ Passions in Economics, Foreign Policy, and #Ottawa Municipal Politics",2013-03-14 21:41:05 UTC,en,Ottawa
706318964,RT @popoanaklatip: #throwback #ndp #2012  @sya_bennington &amp; khalyf http://t.co/jWeiXolr1q,Syarof Bennington.18. #Reality #FadRof #P.A's #R's #January #Capricorn #18 #Desserts #Street13 Ana Musyqil Alaiki,2013-03-16 00:47:40 UTC,en,Ex Temasek
19661657,"Hey Pat Martin, I used to live in a #cpc riding that your #ndp similarly ""carpet bombed. "" Suck it up, buttercup. http://t.co/urW9VjC6gM","Technology journalist, Canucks fan, political junkie & life-long Liberal. Work Jeff is @JeffJedrasITW",2013-03-28 17:19:20 UTC,en,"Toronto, Ontario"
67934260,RT @lamat_rising: Why does #NDP welcome #Harper’s empty pol gestures 2ward 1st Nations? He ignores #IdleNoMore's refusal of corp resourc ...,Canucks and MMA fanatic ,2013-03-20 01:42:18 UTC,en,CANADA
119711865,RT @natnewswatch: .@adamgoldenberg Why Liberal-NDP cooperation won’t work http://t.co/EUXtKCegdm #cdnpoli #ndp #Lpc,"tech Crazy, Left leaning Liberal who thinks the glass is always half full and laughter is the best medicine.
",2013-03-16 11:23:15 UTC,en,Vancouver BC
44596346,"The #NDP in the spotlight, but this time NUMSA is expected to expand on why it believes it is from the DA's Policy",Your News in Your World on Jacaranda FM. Contact us on 011 063 5746/7/8 ,2013-03-19 08:40:47 UTC,en,Midrand
16125720,RT @JamieMasse: Congrats to #NDP MP @r_garrison for getting #C279 passed #HoC 3rdreading; an act to add Gender Identity &amp; Expression ...,man with camera.,2013-03-20 23:18:21 UTC,en,"49.2825, -123.1092"
593723837,@Shawn_Mullz #NDP 😁😊☺😘,(P.Y.F.C) Pretty Young Follower of Christ! #Indian #Jamaican #Apostolic All i can be is ME! Hate it or Love it!:),2013-03-20 01:41:31 UTC,en,My OWN world
433867215,Tory Minister Peter Penashue quits over illegal campaign donations http://t.co/PvgBTCKz41 via @HuffPostCanada #cdnpoli #LPC #NDP #CPC,Politics/Religion/Food/Photography/FreeThinking/ Philosophy/Literature/Wannabe Writer/ 'Mature' University Student... The Unexamined Life is Not Worth Living!,2013-03-14 20:04:44 UTC,en,Montréal
1231540729,"@catherinegall92 Libby Davies:""Are you wearing pink today to support #AntiBullying #fb #ndp http://t.co/zMnt1nOuvd"" LOL MY LIFE #libbydavies",,2013-03-20 02:22:35 UTC,en,""
772579484,"Vote for my friend Mohamed Salih running for London West MMP. Vote for MO, MO 4 changes! @MohamedNDP  #NDP 
http://t.co/BnieYMSAAJ",Producer/Director of London's Driven and Electrical Engineer Technician. Support local London talent by liking our Facebook page. http://t.co/G1zKks98,2013-03-25 03:13:00 UTC,en,"London,Ontario, Canada"
461555430,I would really like to know why #NDP think women getting married takes away their choice of future. Julie Payette is married.... #cdnpoli,,2013-03-26 22:42:23 UTC,en,""
16434993,"@ValckeNDP when the NDP screws up and fixes it, its noble. When a Tory Minister does, well, cue the outrage. #hypocrisy #ndp #cdnpoli","GR guy. Lawyer. Politico. Hockey fan. Husband. Dad. Kitchener-Waterloo native, lover of foods from poutine to sushi. My tweets are my own. ",2013-03-14 21:15:10 UTC,en,Ottawa
861446162,Nova Scotia supports Mi'kmaq Crisis Line - a critical mental health service: http://t.co/lBxArjWO5t #nspoli #NDP http://t.co/nykIcffbf4,The NDP MLA for Kings North.,2013-03-26 13:11:33 UTC,en,Kings County
77865221,RT @leadnowca: #LPC have every reason to #coop4ca with #NDP and #GPC in next election http://t.co/FINO7Bcgf5 #cdnpoli #lpcldr,"Jordan 'Deepshock' Thomas is an amateur roguelike developer and HFX FGC jobber to the stars who likes love, life, music, gaming, skepticism, politics and so on.",2013-03-26 23:35:16 UTC,en,"HRM, Nova Scotia, Canada"
111715724,RT @RealMattHopkins: #NDP Leader Mulcair comes to London and draws 70 people. Next #LPCLdr Justin Trudeau draws 600. #LDNOnt #OLP #LPC # ...,,2013-03-16 21:00:05 UTC,en,Montreal
113522488,Intentar jugar tetris y que te salgan paginas de playboy #QuePena #NDP #PosBueno,Considerarse perfecto es el peor de los defectos ,2013-03-17 00:09:40 UTC,es,""
485043632,"RT @DuckFexter: Forgotten #NDP boo boo's -&gt; Wayne McKay loses CB South to Manning MacD, shortly after election given gov't fitness jo ...","A devoted car guy, believes clients are friends who deserve the best service &  information .. ask and I will answer! Lover of democracy and gov't transparency",2013-03-23 18:37:24 UTC,en,Halifax Regional Municipality
15782873,"@ElizabethMay This is ridiculous. Does not effect the balance of power. Coop makes sense in general election only. #cdnpoli ""gpc #ndp","~ Work: Design, deliver & manage energy conservation programs. 
~ Fun: Leafs | Jays | Prem League | NFL
",2013-03-24 20:56:48 UTC,en,"ÜT: 43.660549,-79.333622"
104626843,RT @GlobalSaskatoon: #NDP questions why no flood money in #Sask budget with high spring runoff&gt; http://t.co/gNqLmilY3f #yxe #SKpoli # ...,"SkyWarn/CanWarn Storm Spotter Multi Faceted Devotion to Diverse Service within a Contingency of Emergency Service Formats , Safety & a Dad 
#650ckomroadwarrior",2013-03-25 23:21:05 UTC,en,""
178291278,"RT @Bergg69: "" Anti-fracking activists are labelled a security threat.""http://t.co/scjtuWvT4F #cdnpoli #lib #ndp #lib #savetheELA #idlen ...",,2013-03-27 09:45:26 UTC,en,""
121853848,Province reaches tentative deal with Alberta teachers. http://t.co/MLEtkI2XeL #ableg #pcaa #wrp #ndp #lpc,"Turning your orbit around, one sassy tweet at a time. #yeg enthusiast Kathleen Smith. Huffington Post contributor. Founding Diva of  http://KikkiPlanet.com ",2013-03-14 23:13:35 UTC,en,"Edmonton, Alberta, Canada"
795423546,"In Yellowknife, Libby Davies #NDP Health Critic's Public #Health Forum in Sat Jan 19 at Baker Centre.",Lets Go Phils!!! Go Birds!!,2013-03-26 19:36:17 UTC,en,philly
43618205,"RT @albertajeff: Bevvy of #ndp MPs here, incl. Olivia Chow, Peggy Nash, Andrew Cash, David Christofferson, Alexandre Boulerice, Wayne Ma ...","IBEW Union Rep just thoughts, some info and random retweets ",2013-03-23 20:41:15 UTC,en,Alberta
75190893,RT @smithjoanna: #NDP MP Francoise Boivin says no one should glorify terrorists. She's referring to Quebec Solidaire motion re #FLQ's Pa ...,"Associated with @MIGSinstitute @W2Iproject @CICmontreal @CarnegieCouncil Opinions are my own.  Tweet about human rights, social media, global threats, Canada.",2013-03-18 19:21:54 UTC,en,"Montreal, Canada"
126727928,#NDP you guys need to out your leader that boy is Dirty,"Married  bit of a geek, love knowledge. lots of love, romantic, heart on the sleeve. survivor, stubborn/determined. shy, private. overly protective.",2013-03-17 17:22:36 UTC,en,""
104644390,"Mulcair talks the talk but, when push comes to shove, quacks like a duck. #Cdnpoli #ndp #Cpc http://t.co/pS4sJTVKhf",I love life. Aficionado of smiling. Life is what you make it. ,2013-03-18 12:45:37 UTC,en,Calgary.Alberta.Canada
1158164065,"RT @JackHarrisNDP: @pmharper ploughing ahead with cuts to pensions, health &amp; EI in #bdg13 - #NDP has a better plan: http://t.co/9Ypc ...",,2013-03-22 12:20:34 UTC,en,""
14470102,Mulcair refused to come out strongly against CETA and hedged. Trade agreements only benefit multinationals &amp; banks. I'm done. #clcctc13 #NDP,"Podcast host of DyscultureD, lovehatethings, Best Episode Ever, Talking is Dead, TV Eh?, Soul Prerogative. ",2013-03-23 21:09:56 UTC,en,""
281630899,On my Way to Osaka! #Ndp #Tour #Travel #Tokyo #Japan #Starbuck @ 品川駅 (Shinagawa Sta.) http://t.co/dLfaio20kz,"Danseuse Professionnelle (Notre Dame de Paris, Rfm Party 80, Mozart l'Opéra rock...). Originaire d'Aix en Provence, habite Paris, mais voyage beaucoup!",2013-03-18 06:53:28 UTC,fr,""
89812685,RT @NDP_HQ: #NDP REALITY CHECK: Peter Penashue - Minister for not being there http://t.co/WDFd71MUVk #cdnpoli,"NPD researcher, campaigner, academic, baker & lover of fine wine, old cheese and good scotch. the views expressed here are my own. ",2013-03-15 19:05:05 UTC,en,"Ottawa, ON"
19055125,"RT @tidewaters: + RT @journo_dale: Not getting #NDP's position: They don't want high personal debt, but want lower credit card rates AND ...","I write about infertility, being an adoptee, pregnancy loss, Liberal politics in Canada, media, medicine, mental health and my life.",2013-03-20 22:31:56 UTC,en,Toronto
193566462,Breaking News: scientists announce 'Political Climate Change' causing extinction of BC Liberals. #bcpoli #NDP,"Human, teacher, boxing-enthusiast, guitarist, animal-lover, fighter of injustice, man-about-town, dancing instructor in the Catskills.",2013-03-18 20:40:02 UTC,en,BC Canada
220518078,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/h3Jam8swH0 #NDP #cdnpoli",A very blessed christian.A proud grandfather.A retired ford auto worker.I pray for the N D P to get elected to deliver social democracy and elevate the poor.,2013-03-18 20:48:41 UTC,en,La-salle Ontario
748112826,demain on débarque a #NDP !!,ｷЦʗҚ ㄚ凸Ц,2013-03-19 18:09:16 UTC,fr,""
447760535,Jim boy #NDP yara yara,"Proud xhosa, Political and bussiness minded, A DA fan",2013-03-19 09:44:56 UTC,en,Cala
39426054,"RT @tylercameron: Stonehame Chalets closed, Pictou Lodge in receivership now Linacy Greens Golf Course closing #NDP Tourism plan failing ...",The Progressive Conservative Party of Nova Scotia,2013-03-15 18:46:36 UTC,en,Nova Scotia
13230662,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/ZmPSad2axf #NDP #cdnpoli","On the other side, to be able to answer the question with all my heart that I have done my best: How many have you served and how well have you served them?",2013-03-19 02:08:09 UTC,en,"Toronto, Ontario, Canada"
167988120,Un compañero me dijo que si queria salir en la portada de su revista desnuda #ndp #rumbale,"Live like there's no tomorrow, love like it's all that we know",2013-03-15 23:39:58 UTC,es,""
27497799,RT @Tony_Tracy: South Shore #NDP MLA's Pam Birdsall &amp; Gary Ramey with their @HalifaxLabour #StopHarper bracelets: http://t.co/A46LnY ...,"President of the Cape Breton District Labour Council, proud Caper, freelancer, avid socialist.",2013-03-19 22:54:06 UTC,en,Cape Breton
292184671,- 3 years ago photo ! Hais much misses ! Ohgosh i looked so pudgy back then. Hahahah ! #ndp #2010… http://t.co/3KPlpq7Ttb,- Sweet 17. Dancer. Student. I Don't Bite So #FollowMe oritos ? ^_^,2013-03-19 17:09:41 UTC,en,Singapore
268906600,RT @Relayer76: Harper govt blackmailing FNs to give up treaty rights in order to get funding.  #idlenomore #cdnpoli #cpc #lpc #ndp http: ...,,2013-03-16 15:36:48 UTC,en,""
18815141,"RT @MeganLeslieMP: Let's invest in green jobs, not the big polluters. http://t.co/nAzFS61uPO #cdnpoli #ndp","Law student interested in everything & dedicated to our natural resources. Into s. 7 rights, smart editorial, & the arts. Beyond excited to summer @DavisLLP.",2013-03-28 19:50:19 UTC,en,Halifax / Toronto 
135269277,RT @FinDonnelly: Second hour of #sharkfindb8 just wrapped up in the House. Two days until Parliament votes to make Canada #finfree #ndp  ...,Treehugger gyal. ,2013-03-27 04:29:27 UTC,en,Vancouver
1058709871,RT @NDP_HQ: #NDP REALITY CHECK: Peter Penashue - Minister for not being there http://t.co/WDFd71MUVk #cdnpoli,"Writer, RPG hobbyist, beer snob, Bruce Springsteen fan. Mad, bad, and dangerous to know. ",2013-03-15 19:26:04 UTC,en,"London, ON"
178879310,RT @nathancullen: Time to end Stephen Harper's billion dollar giveaway to oil companies http://t.co/9sq81j5gzx #ndp #cdnpoli,conflicted liberal,2013-03-28 20:27:05 UTC,en,Canada
428464886,RT @punditsguide: #NDP picks northern policy expert @HarryBorlase as candidate 4 #Labrador #byelxn41 after contested nomination. Will fa ...,"Représentant officiel et ex-Candidat de l'Union citoyenne du Québec #UCQc,  ancien président du NPD-Prfds-Dollard, préside le NPD UdeM, étudiant en Sc-Politique",2013-03-25 01:35:02 UTC,fr,""
102282810,RT @nikiashton: Proud of the work of my #ndp colleague @r_garrison to advance the Human Rights agenda for all Canadians #transrights #C279,"A Discordian Pope based out of the early 21st century. Feminist. I'm so pope.

(Opinions are my own. Retweets & follows do not necessarily imply endorsement.)",2013-03-20 22:51:33 UTC,en,Canada
977630929,RT @natnewswatch: Cartoon: Troll Thomas Mulcair meddles in Keystone Pipeline talks http://t.co/4YDSPCkODd #cdnpoli #ndp,"What makes a person, in your opinion, politically astute? Looking for the answers, follow me",2013-03-20 15:13:22 UTC,en,Canada
26248942,Transgender Rights Bill passes. MT @CraigScottNDP #C279 adopted with amendments. 17 Conservatives vote with entire #NDP and most Liberals.,past: mtv canada political correspondent | present: third-year law student | future: second baseman for your toronto blue jays. ,2013-03-20 23:35:35 UTC,en,ottawa
21594028,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/a2tZlke90B #NDP #cdnpoli",is the New Democrat Member of Parliament for Sudbury & serves as the NDP critic for Consumer Affairs and NDP Northern Ontario Caucus Chair. ,2013-03-18 14:33:40 UTC,en,"Sudbury, ON / Ottawa, ON"
510942432,Please #cpc. Please keep up the attacks on Mulcair on Keystone. Money in the bank for the #NDP http://t.co/zasmVYIC03,No one ever went broke singing the praises of the ruling class. ,2013-03-15 15:37:51 UTC,en,Wherever I am there are donuts
220692202,RT @22_Minutes: TONIGHT on 22: @ThomasMulcair gets reno tips for Stornoway from Income Property's @smcgillivray  #NDP #CdnPoli Tune in 8 ...,RTR Media produces inventive programming including hit lifestyle TV shows for HGTV and is always looking for new talent on our YouTube channel.,2013-03-26 17:50:29 UTC,en,Toronto
16561725,RT @MPJulian: #Conservatives allow continued slaughter of sharks by voting to kill #ndp bill #C380 by Fin Donnelly to ban import of #sha ...,"Homeschooling 2 teens. PoliSci grad & IBCLC - interested in politics, maternal/infant health & science. Also tweet @positivelydog about science & dog training.",2013-03-27 23:10:06 UTC,en,"vancouver, bc"
197650075,"@ThomasMulcair ""a maple leaf on the cheque"" #cpc and #liberals working for Canada, #NDP only working for Quebec votes? @PnP_CBC",,2013-03-21 20:32:29 UTC,en,Kitchener
125712591,RT @Apndp: #ndp #nientedipersonale ma quando sento o vedo parlare #Fassina del #Pd mi viene voglia di uscire e invadere la Polonia.,,2013-03-25 11:54:52 UTC,it,"Rome,Italy"
28574101,Tension lines in BC NDP will start to show up more frequently http://t.co/XYy7SR1mK6 #BC #politics #NDP,"Serial entrepreneur - marketing, performance, learning; Fixed gear geek; Poetry geek; Cooking geek",2013-03-20 20:16:54 UTC,en,Vancouver BC or Cambridge MA
607054668,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/wIsUmMBAgr #NDP #cdnpoli",Veteran international journalist and publishing consultant now illegally blacklisted because of his leftist  activism. Now Editor & Publisher of http://t.co/QYa,2013-03-19 00:04:04 UTC,en,"London, Ontario, Canada"
96799205,"RT @HarryBorlase: Hey #Labrador Green Party supporters, the #NDP gladly welcomes you! Lots of momentum happening here. #nlpoli #threehor ...","Small organic vegetable farm located in Eastport, Bonavista Bay NL. We host WWOOFers, HelpXers & Couchsurfers. Farm store open daily #nlfood #nlorganic",2013-03-23 18:25:09 UTC,en,"Eastport, NL"
22229462,RT @kkirkup: #NDP Cree MP Romeo Saganash is pressing government on action for FN in the House. Acknowledges walkers. #nishiyuu #idlenomo ...,"The only theatre left for change is culture. Everything else is totally dominated either by economics, or by technology- Graffiti artist.",2013-03-25 18:55:41 UTC,en,nelson bc
83955501,Tengo papada pero no la presumo en mis fotos jajajajajaja #ndp #pv,,2013-03-19 04:30:39 UTC,es,""
57994093,"J'ai rencontré Lysane Blanchette-Lamothe ce matin à Gérald-Godin, très sympathique! #canpoli #ndp #npd","Gamer, Cycliste, sympathisant du #PLC et étudiant en Sciences humaines, profil Administration au #CégepGéraldGodin",2013-03-28 21:08:23 UTC,en,"Montreal, Canada"
837000614,RT @JoshLee_BAHoops: Syracuse v Pitt is like a #Brewster #NDP Alumni game. @xryanhurdx @Nick_StJean,Head Basketball Coach at Notre Dame Prep.,2013-03-14 20:26:35 UTC,en,""
156257348,#NDp ma Villa ♥☹,"|JYJ|*|B2UTY|, Fc Barça ♥ #TVD #PLL #WhiteCollar #TheMentalist #Arrow #Revenge #TheWalkingDead #Suits",2013-03-28 16:28:38 UTC,en,""
718634976,"RT @kkirkup: #NDP slams the government for failing to address ""specific challenges"" faced by aboriginals through new ""workfare program."" ...","Managing Editor, The Daily Press, Timmins",2013-03-21 21:03:27 UTC,en,Timmins
21767372,"Interesting.""@zb_armstrong: .@AdamGoldenberg: Why Liberal-#NDP cooperation won’t work http://t.co/WHUAh6FvAD #cdnpoli #lpcldr #lpc #coop4ca""",West-end kid who became a lawyer.,2013-03-16 16:30:23 UTC,en,"Toronto, ON, Canada"
416746210,"Цыганка,Цыганка - Армянин, армянин. - Да познакомились уже! #ndp #жестдеву",,2013-03-23 13:20:08 UTC,ru,""
250941432,RT @NDPHoC_NPDCdC: #C279 from #NDP MP @r_garrison adopted by the #HOC. A great victory for transgender and transsexual people. #cdnpol,,2013-03-20 23:30:30 UTC,en,Saskatoon Saskatchewan Canada
546275216,RT @Apndp: #ndp #nientedipersonale ma quando sento o vedo parlare #Fassina del #Pd mi viene voglia di uscire e invadere la Polonia.,Papà di Gaia e Martina e felicemente sopportato da Antonella vPresidente G.O. Assoimballaggi Federlegno MG Istituto Ital. Imb. Presidente Pugliese &co. srl,2013-03-24 20:22:10 UTC,it,Bisceglie
191552160,"RT @maviau: Hey tweeps, this guy ---&gt; @KiavashNajafi is the new @G_Soule... well, as of April 2nd. You should follow him #NDP #cdnpol ...",Directrice des communications stratégiques de l'opposition officielle. Ancienne journaliste à la PC. ,2013-03-28 00:51:09 UTC,fr,Ottawa
367973796,"RT @SheilaGunnReid: Remember BC voters: Before you cast your ballot for #NDP, have a look what not casting one for them did for Saskatch ...",I love pugs. ,2013-03-22 15:45:33 UTC,en,"Toronto, Canada"
180798968,RT @KingstonNDP: Thursday March 28th at 6:30pm the #ygk #NDP will be hosting its Provincial nomination race at the Sydenham St. United C ...,"District Officer for OSSTF Limestone District 27 representing Instructors, PSSP and Teachers. Retweets do not imply endorsement. Opinions my own.",2013-03-24 12:58:31 UTC,en,""
230166410,I finally got around to watching #cbc biopic Jack. A little biased!  See the full review in http://t.co/eYMYkuTpuI #ndp #CDNpoli #wemissjack,I'm a self employed learning consultant who likes to give my opinion on a myriad of topics,2013-03-16 16:13:51 UTC,en,Toronto
943439419,RT @DCShalala: #Greens urge #NDP to stand down in Labrador byelxn to defeat Tories http://t.co/OJBfUGtk7y Y not ask #libs to stand down? ...,Proud SJer | NDP-ish | Professional Student | UNBSJ Evangelist | Lover of Ellipses | Yoko Promoto | Friendly Queer | Queer-Friendly,2013-03-24 11:19:10 UTC,en,"Saint John, NB, Canada"
63111785,RT @gsmardli: #fracking #idlenomore #cdnpoli #Green #ndp #lpc #lpcldr #canada #canadian #INM #water http://t.co/dI5E1Mmmrb,"Unless someone like you cares a whole awful lot, nothing's going to get better. It's not. (Dr Seuss) | #lovelytham | #lythamstannes | #bwfc | #fracking",2013-03-20 08:41:38 UTC,en,"Lytham, UK"
1297903915,"RT @Bergg69: "" Anti-fracking activists are labelled a security threat.""http://t.co/scjtuWvT4F #cdnpoli #lib #ndp #lib #savetheELA #idlen ...",,2013-03-27 10:54:48 UTC,en,""
17568019,Great to hear @adriandix say an #ndp government will honour all signed school #seismic project agreements. #bced #bcpoli @Dave_Eby #VSB39,"Parent, school trustee and Chair of the Vancouver School Board. Views expressed here are mine, all mine!",2013-03-15 04:15:55 UTC,en,Vancouver
81290051,Vote for Change - Kathy Kendall #ndp #Kamloops North.  Terry Lake will be jumping in one on May 15  #bcpoli #Vancouver #cdnpoli,,2013-03-26 18:00:12 UTC,en,Kamloops
1298548159,"RT @Herbert_Pimlott: As opposed 2 #Harper govt, rightwing #Merkel ally proposes double-digit hike in top #tax rate #NDP #CPC #OWS #cdnpo ...",,2013-03-25 09:32:35 UTC,en,""
202463956,RT @cor456: WHY WE SHOULD NOT MERGE ODSP AND ONTARIO WORKS? #Onpoli #OPSEU #Poverty #olp #ndp #pcpo http://t.co/jAe4wOb77O,"CERC Chair OPS OPSEU MCSS MERC Chair OPSEU",2013-03-17 11:23:41 UTC,en,""
960983546,RT @DonDavies: Shouldn't our Prime Minister be greeting First Nations who walked to Ottawa instead of panda bears? #badchoice #canpoli #ndp,"The official voice of nearly 5,000 Yukon workers and the unofficial advocate for all. Contact us at 867*667*6682 for info on your rights in the workplace.",2013-03-25 18:59:57 UTC,en,"Yukon, Canada"
36126551,"Attention #ndp RT “@KyleHarrietha: ""Rae says TransCanada's Keystone XL in national interest - http://t.co/ShAcGnpay3 #cdnpoli #oilsands”",Husband and dad. Proud Edmontonian. Working in fund development at the University of Alberta.,2013-03-15 22:13:19 UTC,en,Edmonton
573066358,Se ha abierto el cajón de mierda. #NDP.COM,"La locura es el estado en que la felicidad deja de ser inalcanzable. Aquí el que no está loco, vive poco.",2013-03-25 17:01:06 UTC,es,""
111986967,"RT @PeggyNashNDP: #CLCCTC Standing ovation for @ThomasMulcair - in the fight to defend the Rand Formula, we'll be there with you. #NDP # ...",,2013-03-23 21:00:20 UTC,en,Ontariariario
240712291,#LPC have every reason to #coop4ca with #NDP and #GPC in next election http://t.co/8Cuo6QwgH0 #cdnpoli #lpcldr via @leadnowca,Student of IR and Military History. Musician. Teller of stories. Crazy bookworm. Internet-er. I love Sci-Fi. A lot. There's not much I won't do for gummy bears.,2013-03-27 14:57:07 UTC,en,"Calgary, AB Canada "
18460152,RT @JordonCooper: A New Generation of #NDP Ads http://t.co/dhDuut2GMo #politics #video #cambroten #youtube,Engaged Citizen.,2013-03-21 21:10:01 UTC,en,"Saskatoon, SK"
594531469,RT @FinDonnelly: #NDP calls for Nat'l Sustainable Seafood Day http://t.co/pz471nMAIq Learn more and sign the petition! #cdnpoli #healthy ...,The Canadian Healthy Ocean Network (CHONe) is a university–government research partnership that addresses questions on conservation and sustainable ocean use. ,2013-03-19 15:33:22 UTC,en,"St. John's, NL"
57057185,RT @Jamie_Brace: Don't Blame Me I Voted #NDP buttons for sale. Contact me if you want one. #nlpoli http://t.co/EGKe0ZmRzl,Drivel of the highest quality #TeamGETSWOLE #TeamCABANA,2013-03-27 16:45:23 UTC,en,""
198159177,RT @Apndp: #ndp #nientedipersonale ma quando sento o vedo parlare #Fassina del #Pd mi viene voglia di uscire e invadere la Polonia.,"Cantante poco enfatico. 
Anti_Ismi a prescindere.",2013-03-24 20:21:51 UTC,it,Italia
42222564,"RT @Antagoniste_net: The #NDP has always been more about emotion than reason, wishful thinking versus harsh reality: http://t.co/wDFbbGq ...","I am a Libertarian, caught in a socialist sea, i hate the left's narrative, full of lies and paternalistic condescention. Breitbart was so right.",2013-03-16 01:31:26 UTC,en,Montreal
166746503,"Unpersuasive case for democracy-busting ""cooperation"" neglects to say why it won't: #NDP &amp; #LPC say no! http://t.co/n85v0USHak #cdnpoli","Entrepreneur; Globe and Mail, Huffington Post & others sometime publish my opinions. ",2013-03-26 20:50:14 UTC,en,"Vancouver, BC"
53807352,"Unions in Canada under siege from government, business and media: McQuaig http://t.co/QaBAr2fu87 #union #seiu #ndp #goodjobs #cdnpoli","Looking for change that builds strength and stability for all Canadians.
",2013-03-16 18:28:42 UTC,en,""
92356084,Van. #Companies predict #business boost in #2013... Even with the evil company killing #NDP looming?? http://t.co/gZHXyB7xCz via @sharethis,A BC based union representing members since 1947.,2013-03-20 21:07:15 UTC,en,"New Westminister, BC"
878546018,"RT @flu9: ""#Abortion is the death penalty for the unborn."" -#PopeFrancis #prolife #Catholic #cdnpoli #CPC #LPC #NDP #prochoice #protectg ...","Jeffersonian. Erstwhile Job Creationist in Bangladesh, CFO, Economics Professor, and current Blogger and Options Trader. Queens, NY  #TGDN #TCOT",2013-03-19 18:11:12 UTC,en,""
186081352,RT @NLNDPCaucus: Watch #NDP leader @lorrainemichael in action during #QuestionPeriod yesterday in the #HouseOfAssembly: http://t.co/Tbdy ...,Lorraine Michael is the Leader of the New Democratic Party in Newfoundland and Labrador and MHA for Signal Hill-Quidi Vidi.,2013-03-15 18:17:38 UTC,en,St. John's
1057691006,RT @LelloucheNono: Les ds le samedi matin me tueront ! 😞🔫🔪 #ndp,"Irrésistible, en 6 lettres .... ",2013-03-22 21:43:30 UTC,fr,""
286424432,Canadian Trends: Dancing with interest rates http://t.co/XkYhX1aGXX #cdnpoli #uspoli #cfer #cpc #ndp #lpc #gpc,"Non-partisan news tracking, trends, and commentary for critical thinkers.",2013-03-20 19:30:02 UTC,en,Edmonton
