id,text,description,time_captured,lang,self-reported location
131175096,RT @MuskokaMoneybag: There was a lot of wrong doing in #CPC Cabinet minister Peter Penashue campaign http://t.co/zWSAzq5JKn #cdnpoli #ca ...,"Food & wine lover, pinot noir addict, father & grandfather, recovering lobbyist, and Closson Chase ambassador.   ",2013-03-14 20:14:59 UTC,en,"Kingston, Canada"
1042940202,"RT @truthmashup: Mulcair dismisses #CPC charge of 'trash talking' Canada, calls Harper on his own history of contentious remarks http:// ...","I am a concerned, well traveled Canadian within our own borders,who wishes to speak out as it is my honor to the crown at stake.",2013-03-17 14:34:41 UTC,en,Turtle Island
518046429,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/rBDApW0ARp #NDP #cdnpoli","Moncton native, @UBishops grad, and CMA. Likes politics (especially #ndp), #habs, cycling, and photography.",2013-03-18 16:32:51 UTC,fr,Toronto
1126806397,"@pmharper Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/ylDPn6ITM3 #NDP #cdnpoli","Native from planet earth, love swimming in ocean, camping and skiing
love, laugh, live, dance,sing,drum",2013-03-19 04:45:58 UTC,en,""
705987434,RT @Greg__V: Hier soir je suis arrivé sur la Place comme ca → o_o &amp; je suis repartis comme ca  → -_- #CPC XD.," ☼ Sea, Sex and Sun كارب ديم #TeamBellevue #TeamRihanna",2013-03-28 15:00:55 UTC,fr,""
29217969,"RT @GEJ_4MoreYears: In 2011, the #CPC asked Tunde Bakare to sign a post dated letter demanding him to resign before elections. SHAME on  ...",First an introvert then an extrovert. An author with http://nigeriavillagesquare.com,2013-03-16 18:48:51 UTC,en,Nigeria
143923047,"RT @marlawd: Wendy Mesley called it on @CBCTheNational. It's the ""Economic Inaction Plan"". #cdnpoli #CPC","Husband, CUPE Steward/activist, Social/criminal justice advocate, SSW, LGBT Ally, prochoice and sports fan. All views expressed are my own very biased opions",2013-03-22 01:47:22 UTC,en,"Toronto, Ontario"
796675838,#CPC members defeat my motion in FINA Cttee to order CRA to analyze Tax Gap. Why not even TRY to get the info?,"Your Member of Parliament for Victoria.
http://www.MurrayRankin.ca",2013-03-26 13:56:45 UTC,en,"Victoria, BC (#yyj)"
1076505421,@canadiancynic Of course if you get caught embezzling they slap you on the wrist N let you do it again ... See the #CPC Logic.... Not,,2013-03-14 21:33:30 UTC,en,""
291497597,"RT @ValckeNDP: Pierre Poilievre - ""Peter Penashue invented the internet for Labradorians"" #cdnpoli #QP #CPCFail #CPC","Adjoint de circonscription de @MarjBoutinSweet, députée de Hochelaga, p.-p. NPD en matière de logement. Les propos tenus ici n'engagent que moi.",2013-03-19 18:57:06 UTC,fr,"Montréal, Québec"
100235515,RT @MinPeterMacKay: Playing my #CPC caucus colleagues at an East Vs. West Hockey game in support of @BellCanadaPR 's mental health initi ...,"Man of many hats - public relations, business, politics, news junkie, post secondary education, arts and culture, husband, new dad, son, friend, colleague! ",2013-03-20 00:25:57 UTC,en,"Halifax, NS"
271006415,RT @bmaggiemay: Canadian Bachelor Daddy #CPC Sen Larry Smith who lost his elnx but awarded senate seat by #Harper set to give away money ...,,2013-03-18 15:34:21 UTC,en,""
281276278,"RT @neilbakshi: Penashue resigns and pays back tens of thousands of dollars, but why doesn’t the #cpc pay for the by election? #cdnpoli","anything to do with food security, equitable sharing of wealth, saving our environment; truth has no agenda",2013-03-15 12:18:13 UTC,en,""
474986645,RT @cdn_media: Breaking! #CPC accused of trying to bury climate research http://t.co/oGkTqGtrCt #cdnpoli #vancouver #toronto @ec_ministe ...,"Ecological farmers Curtis Brown n Ashley Cote have ideas 4 change & social progress! We supply nutritious, delicious, & safe food 2 Winnipeg & South Interlake",2013-03-27 02:53:35 UTC,en,Manitoba
839357312,RT @kennedystewart: #CPC either seems to think that Canadian taxpayers are incapable of understanding the science being done on their be ...,,2013-03-20 21:56:47 UTC,en,""
18200731,"RT @NDPmc33: The #NDP is opposing #CPC motions? It's as if the NDP is some kind of ""opposition"" or something... #CdnPoli #QP","A passionate servant of the Arts, political junkie, food lover and proud Newfoundlander, living a content life in the wonderful city of Halifax, NS. ",2013-03-27 19:26:59 UTC,en,"Halifax, Nova Scotia"
15142813,Republican Party is estranged from America http://t.co/zGVC6k7iZ2 #USPoli #CndPoli #CPC #LPC #NDP #GPC #MRX #NGMR #NewMR,"Catalyst/Strategist/Public opinion researcher - just plain curious. Angel investor, food and wine aficionado, disrupter and decent guy.",2013-03-22 16:35:29 UTC,en,"ÜT: 51.057169,-114.022128"
287695900,"RT @WernerPatels: Indeed, #cpc a bunch of fools | Federal budget missed the boat on innovation, tax reform http://t.co/d5PnQ3xJ9W",love all genres of music. political junkie. retailer. fiscal conservative. social moderate.,2013-03-23 14:28:11 UTC,en,"Edmonton, AB"
347227889,RT @Dan_Man_10: S/O to all my Clough Pike Cougars out there tho. #CPC,,2013-03-16 21:21:24 UTC,en,""
529784722,"#Canada Protests @pmharper and the #CPC April 6, 2013 http://t.co/pRUtZuCfNp   #CdnPoli  #OccupyCanada #OpFuckHarper #A6",#opfuckharper,2013-03-26 18:52:27 UTC,en,""
392538004,RT @bajabreeze2355: @Carolefully @BenWest @HuffPostAlberta #cpc focuses on clean up instead of prevention. Save vital coast guard MCTS c ...,,2013-03-19 15:40:44 UTC,en,""
844825399,RT @DianeOrihel: #CPC Minister Ashfield was *hammered* in #QP today on the #ELA by #NDP MP @laurinliu and Independent MP @brucehyer THAN ...,Official twitter feed for the Society of Canadian Limnologists. Limnology = the study of inland waters. Go ahead- hug a limnologist. ,2013-03-20 03:24:02 UTC,en,Canada
1199108329,"http://t.co/by5Wt2bHRH #Anonymous Protests @pmharper and the #CPC April 6, 2013 http://t.co/by5Wt2bHRH #CdnPoli #OccupyCanada",We are fighters for internet freedom. News about Anonymous.,2013-03-28 23:39:47 UTC,en,Worldwide
615702478,RT @DFinanciero: Andrés Santa Cruz es elegido como nuevo presidente de la #CPC http://t.co/iHiBrvFkHh,"Regionalista con interés en el Emprendimiento, Innovación, Gestión de Negocios y Política, buscando mi destino siempre por la Derecha, ahora seguidor  @evopoli",2013-03-20 13:43:55 UTC,es,"Araucania, Chile."
43331611,"RT @nickoszan: Wynston the Wanderer ready to take on the smurfs with the lovely #cpc

@jerradtyson @wswanderersfc @Dougiejam http://t.co ...","Footballer for @wswanderersfc - I love God, I play football, I chill, I'm me | GsK | @imeverlasting_ ",2013-03-23 00:16:36 UTC,en,Western Sydney
33565866,#coop4ca is happening - #GPC won't run in Labrador so #LPC can defeat #CPC http://t.co/mVNgN9SONI #lpcldr #lpcdb8 #cdnpoli via @leadnowca,See the Strings. Connect the Dots.  Join Hands.  Unite the Progressive Movement. Create Smart Change. ,2013-03-23 19:03:58 UTC,en,""
246393685,"RT @WButler2011: Dirty politics -The #cpc, it turns out, supplied the money http://t.co/U4bEvxphVI #@RutherfordShow","Fantasy author, former archaeologist, political news junkie, lover of creativity
",2013-03-20 12:49:51 UTC,en,Canada
86874273,"Wow more &amp; more #CPC MP's are quittin over scandals or ethics violations,I think the new song for Harper's cronies is Another1Bites the Dust",I love Guinness and You cant spell Guinness without Genius. My views are my own and occasionally satirical.,2013-03-14 21:09:32 UTC,en,Dryden Ontario Earth
272525580,@camdearlove #CPC favourite movie = Stepford Wives.,"Retired, born and lived in Montreal; grew up in New Brunswick; lived in Bagottville and Ottawa. Now live in Alberta.",2013-03-23 15:20:25 UTC,en,alberta
15049217,Seems Vic Toews and #CPC are doing little to stop child sexual tourism.  Have plans though. #CDNpoli http://t.co/QOx6Y0o2zD,"Half of my tweets are intellectual satire; the other half ain't. I do software, read omnivorously, travel, rant and take photos. (My @GizmoDog also tweets).",2013-03-17 03:03:32 UTC,en,"Surrey, British Columbia"
76919759,"RT @jonathoncomfort: #CPC ""both secretive and retrograde."" Scientific freedom in Canada: Keep it to yourselves http://t.co/Xv8fADmhEr vi ...","Its not necessary to agree but we should disagree with respect.  Changing your mind is not a weakness its a strength.

",2013-03-15 01:18:06 UTC,en,Toronto Canada
176548718,RT @mariebernatchez: Le Canada qui coupe le crédit d'impôt #FTQ se paye une pub vantant les CELI. #AucuneGêne #PCC #CPC #PolQC #PolCan h ...,"(VP Affaires corporatives et publiques au  Fonds de solidarité FTQ-twitter perso.)  ",2013-03-27 02:30:46 UTC,fr,Montréal Canada
415063003,"RT @Mental_Radio: Ethnic cleansing of Muslims in #Burma, just months after #CPC’s John Baird opens trade talks: http://t.co/9iHB9Wcffj # ...",Best.Shane.Ever. ,2013-03-24 22:29:56 UTC,en,"Calgary, Canada"
929557369,@antonibravo52  claro q Sii!! Atometenss #CPC,,2013-03-16 16:23:35 UTC,es,""
612019451,RT @althiaraj: ON The Blogs: @ElizabethMay takes apart #CPC spin around new tanker and pipeline safety standards http://t.co/MNLCZj2hay  ...,,2013-03-21 12:59:41 UTC,en,"Canada, close to the Rockies"
623174642,"RT @codyincalgary: ""Thomas Mulcair &amp; the #ndp have fundamentally betrayed Canada’s long-term economic interests"" #cdnpoli #cpc http: ...",,2013-03-19 01:07:09 UTC,en,Alberta
53060913,"CIDA Later, Alligator #cdnpoIi #CPC","Lev Daschko - Little bit political, this MA History student tweets about random stuff. Take everything with a grain of salt or two. Tend to tweet in bunches.",2013-03-22 14:49:31 UTC,en,Toronto
626639419,RT @natnewswatch: New motto for #CPC Labrador by-election campaign: FedEX delivering for Labrador,"All things politics, from Yahoo! Canada's unique perspective.",2013-03-25 17:00:12 UTC,en,""
105208870,Minister in Harper Government resigns over election spending controversy: http://t.co/1NBPDGn1QH #CPC #cdnpoli,An active community group working with MP @PeggyNashNDP and MPP @CheriDiNovo. Join the conversation! #ParkHP #NDP #ONDP #cdnpoli #onpoli #topoli,2013-03-14 20:34:19 UTC,en,"Parkdale-High Park, Toronto"
254342818,"RT @BigJMcC: @pmharper @CPC_HQ #CPC 1,500 union activists gathered in T.O. plotting ur demise.  Ur days in power r numbered. #C377 #Righ ...","Daughter, Sister, Aunt, Friend, Giver, Activist, Trade Unionist, Easily Amused, Loves to Love & be Loved, Works Hard - Plays Hard - Hells Yeah!!
STOP HARPER

",2013-03-23 16:51:17 UTC,en,"Halifax, Nova Scotia"
17735910,RT @NeilJEdmondson: Drama queen much? RT @RathikaS #CPC govt's #sexist comments that sets back #women's movement decades #cdnpoli,"Canadian - Conservative, Photographer.
I yam what I yam and tha's all what I yam.
Proudly blocked by Warren Kinsella.",2013-03-26 19:32:09 UTC,en,"Iroquois, ON - Canada"
40863827,RT @rabbleca: Bill #C279 to protect rights of transsexual &amp; transgender people was initiated by NDP MP Randall Garrison. 16 #CPC MPs ...,It's not the years. It's the mileage.,2013-03-20 23:36:55 UTC,en,Propagandhi
250306808,RT @nspector4: A #CPC backbench revolt against Harper would have a much greater chance of success if Hill journos weren't enthusiastical ...,Fact checker turned government relations researcher. Tory-touched liberal. New dad. Part-time MAPA student at Carleton U. Full-time tall person. ,2013-03-26 19:21:57 UTC,en,Ottawa
216243608,"How utterly backward &amp; sad: Harper government demonstrates the ""withdrawl method"" again: http://t.co/3ukiAi6iHb #cdnpoli #cpc",YolkRegion.ca provides a satirical view of suburban life in York Region and the GTA. Truthiness and Fairlessness in a single URL.,2013-03-28 11:55:40 UTC,en,"Richmond Hill, Ontario"
19134335,Revolt brewing among #CPC backbenchers. Margaret Thatcher was eventually deposed by her own party - and Harper is no Thatcher. #cdnpoli,"United Church of Canada pastor and disciple of Jesus. Love being a husband and a dad. I tweet about politics, sports, movies and faith - and sometimes just life",2013-03-27 13:04:19 UTC,en,"Port Colborne, Ontario"
527170087,"RT @Wendego1763: Sickening and yet not surprising, the arrogance of the #CPC knows no bounds

Harper and his ""Blackmail"" http://t.co/ihM ...",,2013-03-16 06:27:14 UTC,en,""
53698190,MT @MikePMoffatt #CPC are putting in a stealth tax increase worth billions/yr and it's going unnoticed.That's one heck of a trick. #cdnpoli,"Man of many interests, politics, health, sci, tech and sports, many many sports, esp pro cycling of late. Oh ya, and RABID (in all the right ways) #ManUtd fan.",2013-03-22 12:44:57 UTC,en,Ottawa & Toronto
1197136231,"CPC
cdnpoli
Funny how #CPC tells us we need reform in the Senate system: and then shows us exactly why we need it. #cdnpoli",Sells replia hermes handbags and replica hermes wallets on the internet. You can get fake hermes replica hndbags and other famous brands like gucci handbags.,2013-03-18 21:05:20 UTC,en,""
1276460149,This is just getting CRAZY!!! #scumbagsteve #CPC @pmharper http://t.co/rjmxdb18xp via @georgiastraight,,2013-03-18 04:50:11 UTC,en,""
426905638,Gotta be greatful to the girls that bring you up when you fall down. #CPC #sisters,"She talks like summer, and walks like rain. 
NMSU. Freshman. Ambitious. Christian. 
I can do all things through Christ who strengthens me.- Philippians 4:13",2013-03-15 14:04:59 UTC,en,Rio Rancho
19006592,"RT @Can_ada: Poll shows Conservatives plunging 
in popularity across #Canada 

#cdnpoli #cpc #law #elxnfraud #OAS #F35 #idlenomore
http: ...",,2013-03-15 19:05:12 UTC,en,Canada oh Canada
80155484,"""Venezuelan government has sent a card of protest to the #CPC #Bobbleheads over #PM #Harper's comments "" http://t.co/qysx78hWqn","Committed to helping persons, NGO's and companies navigate the mire we have allowed to be created in our local, provincial and federal governments.",2013-03-16 22:01:12 UTC,en,"British Columbia, Canada"
1106614572,"RT @Rabnew: STOCK TIP: buy stocks in MUZZLES #CPC is buying them in bulk for scientists, thinkers, auditors, EC staff, and anyone who th ...","Want to know how you can benefit from wholesaler and get bulk discount, please visit my site",2013-03-18 16:12:44 UTC,en,""
42985494,"RT @hurtucarl: RT Anonymous Protests @pmharper and  #CPC April 6, 2013 http://t.co/PdHga50Tek   #CdnPoli  #OccupyCanada #OpFuckHarper #A ...",A collaboration of dangerous thoughts & ideas.,2013-03-18 03:27:32 UTC,en,EARTH
492492626,"RT @camdearlove: NDP ""infiltrators"", &amp; according to #CPC MP, if you can cook, you can be a good wife. Welcome to 1950, folks. #cdnpo ...","#Metis artist, mom & Mother Earth lover. 
",2013-03-23 13:09:37 UTC,en,"Ontario, Canada"
435094631,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/yeMHe7tsJu #NDP #cdnpoli",,2013-03-18 19:46:38 UTC,en,""
521654689,Almost game time #cpc #heartofahero #getitpigs,,2013-03-23 18:32:52 UTC,en,""
217084212,RT @oberhoffner: Should I hold my breath waiting for the statements from #wrp MLA's decrying the federal #cpc budget as a deficit-laden  ...,"Husband, Parent, born and raised in the beautiful town of Penhold! I like politics & sports, not in any order.",2013-03-22 17:25:16 UTC,en,"Penhold, Alberta Canada"
187140926,RT @MuskokaMoneybag: Kevin Page was intimidated by senior Harper government officials http://t.co/ggQ7LRn4As #cdnpoli #canpoli #cpc,"Child of the Universe, lover of the planet, philanthropist, artist, author. These are personal thoughts. Tweets/ RT's are not representative of my employer.",2013-03-18 02:31:56 UTC,en,its a small world afterall
610370629,"RT @Opus420: What does the #CPC have in common with acne?  Nobody wants it, we try to get rid of it but it comes back. @pmharper  #cdnpoli",,2013-03-27 16:10:13 UTC,en,Calgary 
20611338,"RT @RichardMadan: Outspoken #CPC @MPmarkwarawa, who claimed PMO is muzzling his ""freedom of speech"", abruptly cancelled an interview wit ...",Ottawa correspondent for Dow Jones Newswires/The Wall Street Journal; fantasy baseball geek; Real Madrid fan; RT ≠ endorsement; opinions expressed are my own.,2013-03-27 17:10:39 UTC,en,"ÜT: 45.417221,-75.677044"
844099489,RT @deepgreendesign: #Answer: I'm not tweeting about #Penashue because #CPC #Corruption should B assumed. It's not news 2 me. #cdnpoli # ...,GRC RCMP (Retired)  - 30 Ans,2013-03-21 13:34:00 UTC,en,""
35975222,"Laureen Harper's ex- he's one leaky, overstuffed bag of sick. He should be tried for Ecocide. http://t.co/WOzI9VpfH6 #cpc","Comic, etc.",2013-03-16 19:16:30 UTC,en,Toronto
184931005,RT @alissagolob: #M408 decision closest #CPC's have come 2 revolution during its seven years in power #FINALLY #prolife #cdnpoli http:// ...,"live simply, simply live ",2013-03-26 21:09:14 UTC,en,""
59114494,"Hey @pmharper, why is your government muzzling LIBRARIANS? #cdnpoli #cpc #ndpc",Being liberal isn't a crime.,2013-03-15 20:05:07 UTC,en,"Ontario, Canada"
61248597,"RT @davidakin: Also: Previous #LPC govt (Martin, Manley, Goodale Fin Mins) set fiscal stage that allowed #CPC govt to get thru recession.",Enjoy disecting political commentary and reveling in results of the general populace's waning attention span.,2013-03-20 10:25:56 UTC,en,Ottawa
21545704,"RT @deepgreendesign: 73% of #FirstNations #Water R @ med-high contamination #risk. Given time, #CPC will make 100%. #Law #C45 #CdnPoli # ...",Peace Maker- Artist- Anishanaabe is my foundation. Traditional Elders Council Member. Sundancer,2013-03-15 20:33:41 UTC,en,Lac du Flambeau WI
197891853,RT @leftcoastrant: new #cpc talking point: opp'n parties are the anti-Christ and hate religion. Only @pmharper is our political lord and ...,Housing advocate and political worker.,2013-03-21 18:31:11 UTC,en,Ottawa
333016219,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/8gl9pR9OPz #NDP #cdnpoli #nspoli",Nova Scotia Young New Democrats: promoting the goals of socialism and democracy since 1960 (give or take).,2013-03-19 16:00:16 UTC,en,Nova Scotia
124799936,"Closing tax loopholes for ""high net worth"" ppl not what we expect from #CPC's Flaherty. #budget13 tax details here http://t.co/vtHSklkw4N","Union-side labour lawyer. Beginner triathlete. Bike-loving leftist. Incorrigible optimist. Visionary, revolutionary. ",2013-03-22 14:56:47 UTC,en,"Regina, Saskatchewan, Canada"
284619179,"This isn't the first time. RT @YukonGale: RT @anti_rogue: Harper Just Wants 'Control,' Former #CPC MP Says http://t.co/DTpYJHAjSA #cdnpoli",Chop Onion. Tune Oud. Drive Taxi. Belly Dance. Import/Export. Haiku. Ball Hockey. Tea. Tej. Fez. Afro. Shaman. Karaoke. BULA! At home they just call me Ethnic.,2013-03-20 16:58:00 UTC,en,North America
466654340,RT @blanca_ure: Aranjuez #CPC @irenecasasg @MariaEspejel @iInfinite1D http://t.co/MFaFPg5S8J,"97. Divertirme y hacer sonreír a los demás es mi prioridad. ¿Loquis? Puede. ¿Mis sueños? Haciéndose realidad. ¿Ellas? Lo mejor. No music, no life. 1[) y Auryn.",2013-03-25 21:48:54 UTC,es,Con ganas del 24 de mayo.
365088087,@mikhaelabrown87 gutted haha ruby is too boooooooo but just think 2 weeks til york 😬🍹xx #cpc,"Life is like a camera, just focus on whats important,and capture the good times,develop from the negatives, and if things dont work out,just take another shot",2013-03-19 18:25:05 UTC,en,Newcastle upon Tyne
464983830,RT @Madison_Dazey: So glad that I can be apart of #CPC with this wonderful group of girls!(: #SEPC13 #cpclove http://t.co/dcUWbKmEtR,Faith Hope Love,2013-03-23 22:57:22 UTC,en,""
25760258,"RT @OSConservatives: By 2015-16, our #CPC govt will have returned to balanced budgets with an $800 million surplus #cdnpoli #EAP13 #bdgt13",Proud Grandfather enjoys City politics; part to Crime Prevention Otttawa Citizen Forum Member tweets are my own.,2013-03-21 21:29:29 UTC,en,Ottawa
317228299,Holy goodguy budget #cpc #cdnpoli,"The Bro: intelligent, rational, cynical. My views are my own. If you don't like what I have to share, share it with someone else. Tweets don't reflect employer.",2013-03-21 20:33:46 UTC,en,"sydney, NS, Canada"
814062072,"Poll: What is the average I.Q. of a Sun News viewer?
A. 70-79
B. 60-69
C. 50-59
D. Southern Albertan.
#cpc #canpoli #lpc #ndp #cdnpoli #gpc",Providing right wing propaganda with a grade 4 reading level for morons everywhere. Forget your critical thinking skills and come teabag with me.,2013-03-23 19:48:25 UTC,en,""
371070418,#myloves #cpc @haileybretee @handsomeharryj taybryant11 @c_heikkinen @kelsinicole18 @Shhlie http://t.co/Z02pM4UY7s,,2013-03-21 16:19:28 UTC,en,"Stephenville, TEXAS"
22244391,"Low taxes do create jobs - 200,000 says @cme-mec: #cpc http://t.co/yhuumPfI8F",Member of Parliament for Brampton-Springdale,2013-03-15 14:51:25 UTC,en,"Brampton, ON"
363064080,@davidakin what is the topic of discussion in #Brampton ? #CPC #cdnpoli,"Political and sports junkie, sci-fi fan. Proud member of the NDP.",2013-03-18 13:24:23 UTC,en,"Kitchener, Ontario"
241797395,#coop4ca is happening - #GPC won't run in Labrador so #LPC can defeat #CPC http://t.co/vygHhjNMsW #lpcldr #lpcdb8 #cdnpoli via @leadnowca,"Skeptical misanthrope. I'd be an anarchist if everyone else wasn't so stupid. 
I sincerely believe the most persistant problem we face is overpopulation and..
",2013-03-24 18:24:55 UTC,en,Abbotsford B.C.
15608428,"RT @jasbirsandhu: ""Tough on crime"" is really just tough on taxpayers. Misguided #CPC agenda is costing you billions: http://t.co/XlnlEIU ...",Every which way but loose.  Long time Barrhaven Residents. Thinks our MP is a photo-op seeking borg designed by Steven Harper. Enjoy life,2013-03-20 17:34:49 UTC,en,Nepean 
559014346,"Stupid #cpc today.. 
🚚🚛🚦⚠⛽","Working full time (sickner)
In a relationship (love it)
Templeboy,sligo,ireland. (I no exciting)
Loves to chill out..",2013-03-23 14:03:49 UTC,en,"templeboy, Sligo,ireland"
1304328403,RT @nikiashton: Harper plays dirty tricks in SK. The people of SK deserve better. #CPC admit making robocalls in SK http://t.co/u7Pucceb ...,"Single ready to mingle.  Supporter of Canadian labour unions, the NDP and the CBC.  Hands off our crowns.",2013-03-26 14:44:38 UTC,en,Saskatchewan
22094253,RT @natnewswatch: #CPC scandals could overshadow budget in House this week http://t.co/YsH2iUyD8x #cdnpoli,"Web development, computer and video gaming, travel...amongst other things.",2013-03-18 11:39:43 UTC,en,"Winnipeg, MB, Canada"
45199534,RT @46nd2: How much of OUR money did the #CPC flush on SuperBowl ads? Harper says none of your business! #cdnpoli,"#PoliSci student @uOttawa with stuff to say about #cdnpoli, #cats, and #life. Opinions expressed are mine only.",2013-03-28 18:11:24 UTC,en,"Ottawa, Ontario, Canada"
28421045,Is the punishment for electoral cheating a do-over? #Penashue #cdnpoli #cpc #fraud,"Son, dad, husband. Loves to ski, is addicted to food and politics and, to my repetitive dismay, the Leafs https://www.facebook.com/grant.bowen",2013-03-14 21:05:47 UTC,en,"Lower Mainland, BC"
94451943,RT @DanielJBeals: Pretty clear that the #CPC caucus is imploding. Waiting for someone to recognize that the 'mastermind' PM lost control ...,,2013-03-28 17:05:22 UTC,en,Kingston
1237059938,"RT @LeviINM: #stephenharper in charge of #canada is like #tomflanagan in charge of a childporn taskforce
#idlenomore #cdnpoIi #CPC #flan ...",@TeamRevoltNow is an open Twitter stream highlighting the ongoing worldwide revolution against Fascism/Oppression.  #TeamRevolution,2013-03-15 05:35:13 UTC,en,""
713563368,RT @Jesse_AI: Congrats Alma QC on winning the Canadian Prep Championship at ACTS. #EveryDay #cpc,"Tell me I can't , then watch me WORK twice as HARD to prove you WrOnG AMBition First ! *BallNeverstop5*",2013-03-28 04:43:08 UTC,en,""
262244948,"RT @CanadaOrangeCat: .#DAYINTHELIFE of a @pmharper .. with the Conservative Canadian Flag. Yes my name is John Matheson, Get it? #CPC #P ...",Internationally-published craftsman. Historian. Advocate. Public Speaker on matters of the Constitution &  #builtheritage                  ,2013-03-17 09:09:09 UTC,en,Canada
271284946,RT @APC_CPA: More #CPC paternalism coming to #FirstNations: FN Financial Transparency Act: https://t.co/WlDEltfqOx | #APC #LPC #CdnPoli  ...,Vice-President (Communications) for the Aboriginal Peoples' Commission (@APC_CPA) of the #LPC and President of @Wanuskewin_FLA. TRMO.,2013-03-24 17:18:04 UTC,en,"Duck Lake, Saskatchewan"
358193491,"Great things about Google Shopping Campaings. http://t.co/CcCB1BtZh2
Do you use them already?
#CPC #SEM","Pay Per Click Software & Services for Businesses, Marketers & Agencies. Google AdWords Certified partner. Independent, UK-based business. #PPC #SEM",2013-03-27 07:55:52 UTC,en,London
221481261,Just told Rod I'm not going back to the pool this summer. So depressing #cpc,If you have good thoughts they will shine out of your face like sunbeams and you will always look lovely.,2013-03-22 20:35:44 UTC,en,2-27-12 #CPC 
208678180,"RT @MrDanielGilman: Jobs, growth, &amp; long-term prosperity don't makeup 4 undermining democracy. I'm #CPC &amp; I'm upset that #M408 w ...",,2013-03-23 21:28:24 UTC,en,"Wakefield, QC"
86110985,"Will #CPC be more concerned about giving more skilled trades to AB and NFL, or will there be a focus on lowering unemp in Central Canada?","A Computer Scientist at WLU. Design, Developer and Owner of @Catchr",2013-03-21 19:57:47 UTC,en,"Waterloo, ON"
1200627678,"CPC
cdnpoli
Funny how #CPC tells us we need reform in the Senate system: and then shows us exactly why we need it. #cdnpoli",Welcome to the home of the best remote controlled helicopter reviews. Pease follow me for great reviews n the best RC helicopters in the market,2013-03-16 13:47:20 UTC,en,""
395335392,RT @APC_CPA: More #CPC paternalism coming to #FirstNations: FN Financial Transparency Act: https://t.co/WlDEltfqOx | #APC #LPC #CdnPoli  ...,"Omushkego (Swampy Cree) , Treaty 9 Territory, Father. Hockey Coach. Singer/Songmaker (PowWow/Round Dance), Tweets & ReTweets are of my OWN thoughts & feelings.",2013-03-24 17:06:26 UTC,en,"Moose Cree First Nation, ON"
311969504,"RT @Wendego1763: So Harper and the #CPC have tabled a bill to scrap the Indian Act. Funny, we (and our bands) do not remember being cons ...","We are in this together, brothers and sister. Much love to all. We do not forgive, We do not forget. Expect us.",2013-03-20 18:22:40 UTC,en,""
91035609,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/cKhkWkMPKa #NDP #cdnpoli","Union activist, Executive Board Member with Ontario Public Service Employees Union. My tweets reflect my opinion and not OPSEU's ",2013-03-21 03:13:09 UTC,en,"Oshawa, Ontario"
97931967,Sacre bleu! Another #cpc senator is in the news...,"Political Junky, Organizer, Writer, Sith, Knight of Rohan. Lover of #economics, #defence, #prolife, #Israel,  #liberty #tcot ",2013-03-20 17:33:09 UTC,en,Ottawa
221577386,"RT @WButler2011: RT @WayneEaster: ""Being a Harper Tory means never having to say you're sorry"" - @bobraemp #cdnpoli @MikeLakeMP #roft #cpc","Arts supporter, eager student of  subjects + people too numerous to list, + forever amazed by the simple act of listening. Miss my son, Jacob.   ",2013-03-21 18:34:12 UTC,en,Parham Ontario
160432735,"RT @SettlerColonial: Dear #CPC, #LPC, and #NDP. Can you all just get it over with and merge? Three pro-colonialism parties is two too ma ...",Queer South Asian Vegan Male [killjoy]-Feminist: settler [society critic] & (anti-humanist) human rights defender. | #iamtroydavis,2013-03-20 21:57:08 UTC,en,Algonquin-Mohawk territory
228707979,RT @WilsonES13: Listen---&gt;Experimental Lakes (#ELA) Cuts: David Schindler http://t.co/4hiB8L6m4L #cdnpoli #CPC #JustinTrudeau #IdleNo ...,Anybody but Harper. When American right wingers talk about wanting 2 come here it is time to speak up.,2013-03-23 00:26:42 UTC,en,Canada
15156469,"@randykent3 @mmflint Canada moving towards this model w/ #CPC. Tough on crime, middle class, medicare. Poor get poorer, rich get richer.",I will write me down. You will tear me apart.,2013-03-24 01:34:38 UTC,en,"ÜT: 46.3026,-64.615286"
38465211,"RT @kennedystewart: .@JLggM @sciencepolicy #CPC needed to prove their concrete commitment to sci capacity, and put trust in sci communit ...","Canadian Science Policy Conference. Most comprehensive,multidisciplinary,multi-sector national forum on science,technology and innovation policy.",2013-03-24 16:00:20 UTC,en,"Ottawa, Canada"
868595665,RT @MeganLeslieMP: Yikes!#CPC raising taxes on your bicycle. Tx on bicycles is no way to help environment! http://t.co/6K9uh9ZK5V #NDP # ...,"Singer songwriter. Acoustic folk, roots, rock. Influences: John Prine, TVZ, Dylan, Jonathan, Hank, Rodney Crowell, Tom Waits, Van Morrison,Neil Young,Blue Rodeo",2013-03-27 22:13:23 UTC,en,Vancouver BC
