id,bio,latest_tweet_text
801743592,V-dizzle. Guitarist in Lisa's Hotcakes (@lisashotcakes). Fashion student and eco-fashionista. Feminist. Foodie. Fucking liberal. Loyal and loving friend.,RT @MgS_2011: Limburger cheese smells like roses compared to #cpc #cbsa propaganda shoot #cdnpoli http://t.co/7qr6n5vkYG
341813644,,"RT @ezralevant: Persuasive RT @Beari8it: 
5 signs that Ezra Levant might be GAY! http://t.co/V7MOt0qEIG #cdnpoli
#cdnpoli #CPC #roft"
17546540,Habs is my team! Go HABS GO.,@davidakin another #CPC failure
14988819,"A girl who believes in social justice with a weakness for fashion. Works as @thehsf diversity manager. Tweets are my own. 

Photo: Ian Brown",RT @davidakin: #CPC has spent hundreds of thousands sprucing up curling clubs in the last 6 weeks. Can we afford that kind of spending?  ...
268539428,"I adore,lake surfing,dancing,hockey(left winger),teaching,travel, spontaneity,biking gardening,environment,photography,writing, philosophy.",RT @poormansmedia: The #HarperGov war on the environment continues. Article: http://t.co/exSeDcJxut #ELA #PEARL #science #research #CPC  ...
293488070,"Closeted optimist masquerading as a cynic. Prairie boy transplant. 3D Artist. I love talking about nothing, it's the only thing I know anything about.","#CPC believes in laissez faire #economics…in theory, just not in practice: #cdnpoli http://t.co/QYLAgEwZy2"
392880793,"#Leafs #Raptors #Jays #NFL #KobeSystem. Eat Sleep Sports. Lifelong Liberal. Sikh. 
","RT @CdnPolitico: +10000000 “@davidakin: Previous #LPC govt (Martin, Manley, Goodale Fin Mins) set fiscal stage that allowed #CPC govt to ..."
528006485,"A staunch social democrat with a passion in politics, science and philosophies.","Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/Lx5i7OjlBz #NDP #cdnpoli"
272214370,"I live day by day, and i thank god for everyday i wake up. I beleive everything happends for a reason. Give it your all or nothing, learn from your mistakes. ",#clouds#cloudporn#CPC#house#sky#beauty#beautiful#f4f#picoftheday#ig#tag4likes http://t.co/wCE1SxSNV6
844825399,Official twitter feed for the Society of Canadian Limnologists. Limnology = the study of inland waters. Go ahead- hug a limnologist. ,RT @DianeOrihel: #CPC Minister Ashfield was *hammered* in #QP today on the #ELA by #NDP MP @laurinliu and Independent MP @brucehyer THAN ...
497213370,"Free online source for local, regional, national, world and entertainment news, sports and information. You can also 'Like' us at http://www.facebook.com/NewsBC",RT @bajabreeze2355: @HeadlineNewsBC no preventative or new measures in this announcement by the #cpc. Still not reversing decision on BC ...
43605411,,"RT @Mike_Peake: #Canada Protests @pmharper and the #CPC April 6, 2013 http://t.co/vQfl3Sf8Ks     #CdnPoli  #OccupyCanada #OpFuckHarper # ..."
335439371,Our lives begin to end the day we become silent about things that matter. MLK Jr.,"Harper Just Wants 'Control,' Former Tory MP Says | @scoopit http://t.co/UcmmHZP75G #CPC #corruption festers #cdnpoli"
494329128,"Beat-maker, cultural enthusiast, full-time meddler in the molecular arts and part-time political pugilist.",German scientists rightly reject Canadian greenwashing http://t.co/q7UXZS1ZVd #cdnpoli #cpc @joeoliver1 @ec_minister http://t.co/2FhiSmOezS
313503716,,RT @ILiveHereBC: “@AJEnglish: Video: Deported Filipinos forced to leave families http://t.co/Bxlta0trP9” #cpc would be so proud #cdnpoli ...
1191666822,"21 Years Young - Love Dance, Music and the Smile you see in a persons eyes when you help them out. #advocateyouthmentalhealth #teamdfd #staystrong",RT @MinPeterMacKay: Playing my #CPC caucus colleagues at an East Vs. West Hockey game in support of @Bell_Mobility 's  mental health ini ...
1033928792,Educator. Performance Artist. Activist. Master of Ceremonies. Modern Day Savage.,Shud #CPC (MORONS) &amp; set up an Office of Religious Freedoms? Look what's happening in Saskatoon #idlenomore http://t.co/H4I9ZCpazP
87561702,Dene-Cree; Chess Player; Crossword Lover; Proposal Writer; Professional Caribou Tongue Eater.,RT @Los_Indio: Shud #CPC (MORONS) &amp; set up an Office of Religious Freedoms? Look what's happening in Saskatoon #idlenomore http://t. ...
299444560,,"@Can_ada #cpc ""Justin Trudeau replies to note passed to him on plane asking if he can beat Harper"" yes he will http://t.co/jcGv8OAOmy  "
25241610,An unusual man in an alien world. ,@nstdenis That seems to apply to everything the #CPC does..
1109797962,,"RT @davidakin: Also: Previous #LPC govt (Martin, Manley, Goodale Fin Mins) set fiscal stage that allowed #CPC govt to get thru recession."
201407405,"There are no eternal facts, as there are no absolute truths: Neitzsche. RTs are not necessarily endorsements.",#CPC has ordained that librarians are engaging in 'high risk' activities talking to laymen. A matter of national security of course #cdnpoli
316910129,"Hi, i'm Gus. I work at Hashonomy, a social bookmarking service for Twitter.",U.S. magazine calls Stephen Harper an ‘exceptional leader’ | Ca... http://t.co/XLBvCQZP7y #cdnpoli #cpc #politics (via @Haggisman57)
420351613,"I have played many roles in this lifetime. Now my guides say it time to become a shamanic chaplain in an #AllFaithsChapel #SoBeIt
RT's are not endorsements","RT @imarkhanlon: Harper Just Wants 'Control,' Former Tory MP Says - http://t.co/rLXJXfoppT #cpc #cdnpoli"
17411801,"DG / fondateur @VersionDeux, père, geek, aventurier et grand curieux. Some tweets in english.",Oups.. Les #clickbots drôlement actifs dans l'écosystème publicitaire de #Facebook http://t.co/BWCQyDlyK9 #ppc #cpc #payperclick
15338360,"iPhoneography, Mobile Art, Drupal, Minecraft, Alfresco, Moodle, Wordpress, UNIX, DICOM, Apple, Killing Zombies, Celiac... Not necessarily in that order...",RT @hashonomy_gus: U.S. magazine calls Stephen Harper an ‘exceptional leader’ | Ca... http://t.co/XLBvCQZP7y #cdnpoli #cpc #politics (vi ...
147190097,,#CPC okays #INEC’s new guidelines for party registration http://t.co/elp5td6gzc via @daily_trust
459561197,"2.... ABogada en construcción , musica, zapatos, playa! Y soy tía mimi",#TeoriaGeneralDeLaPrueba #cpc #Derecho #nochedeestudio #2docorte http://t.co/JWZMAO4VJ5
1238445726,,【Kindle本】レ・ミゼラブル http://t.co/eBWjPZHddc #amazon #キンドル #cpc
977630929,"What makes a person, in your opinion, politically astute? Looking for the answers, follow me",Getting word of Minister Flarhety in BC on Friday to discuss budget. #bcpoli #cdnpoli #cpc
263580149,"It's all about Business Analytics Marketing: Analytics and Testing to optimize digital performance of websites, focusing on conversion rates and media mix",Google releases Flight Search all over the world. http://t.co/iknhJ0CVOa #cpc #adwords #metasearch #travel
7638772,"Head of Media at fifty-five and Xoogler.
SEM, behavioural targeting, datamining and tracking expert.
http://www.linkedin.com/pub/hugo-loriot/5/31b/405",Google is relasing Enhanced campaigns for Display. http://t.co/7CmX753YJl #adwords #cpc #sea #enhancedcampaigns
192814611,"have  SPMS had CCSVI which our UK NHS wont do  UNETHICAL  have never had any MS drugs ever 
HELP US  http://youtu.be/Jikh7O8nr_E
",RT @KirstyDuncanMP: #CPC Senators thought #CCSVI trials began Nov 1. Email I just sent the Senate reveals they did not. Now they have th ...
16646460,"I sleep, most of the time, very well.  I work, sometimes, half-heartedly.  I watch tennis, the rest of the time, professionally.",@ExplosionCory How I busted the #PLO at #CPC the last time 15 min before rebuy was done. I just quit. Guy has #AAA4 #unsuited #FML. 40k pot.
149120710,Passionné de nouvelles technologies! A l'écoute de tout ce qui touche à l'entrepreneuriat web. Adepte de poker à ses heures perdues.,RT @55FiftyFive55: Google releases Flight Search all over the world. http://t.co/iknhJ0CVOa #cpc #adwords #metasearch #travel
232519990,Former federal & provincial DM/PMO Chief of Staff/ambassador/publisher/academic reads between the lines of pols/journos in English/French. Walks/feeds Dudley.,Hmm.. #CPC thinks Mulcair has marginalized himself http://t.co/vEXskklnWg maybe not http://t.co/SlZS3OBKhs
61248597,Enjoy disecting political commentary and reveling in results of the general populace's waning attention span.,"RT @davidakin: Also: Previous #LPC govt (Martin, Manley, Goodale Fin Mins) set fiscal stage that allowed #CPC govt to get thru recession."
38158508,"innovation, economics, software, microsoft, competition, interop, dutch, nederland, #dutchsky, Cloud",Onderweg naar Cloud Partner Community dag #cloud #cpc #msft 100 partners verwelkomen
214494357,"Father, law-talking guy, lover of local food & drink, observer of #cdnpoli, #nspoli & #hfxpoli, especially #aboriginal, #environmental and #urban issues.",Government ads no place for political propaganda | http://t.co/TfyEHllcR3 #cdnpoli #nspoli #CPC #NDP #advertising
90445427,Business Development Manager Applications | Partner Management | #Media | #Microsoft | #WindowsAzure | #Windows8 | #WindowsPhone | #Office365 | #Surface,RT @jeroenu: Onderweg naar Cloud Partner Community dag #cloud #cpc #msft 100 partners verwelkomen
17482189,Marketing Manager Windows Azure @MicrosoftNL | Cloud & SaaS | Innovation & Strategic Change,RT @jeroenu: Onderweg naar Cloud Partner Community dag #cloud #cpc #msft 100 partners verwelkomen
608395920,Acadienne. Féministe. Indignée. Reproductive Justice. Likes coffee table books and anything weather related. BSW/MSW.,"Formation de la main-d'oeuvre: Flaherty se tourne vers le privé. Quelle surprise! #polcan #polqc #cpc #harper
 http://t.co/YvsDLP46VR"
195903035,,"Telegram editorial: #CPC argues Penashue ends justify means, even if means are illegal. 
http://t.co/vV0YMYILV7 #cdnpoli"
17389318,"Hon. Bob Rae, MP for Toronto Centre, lawyer, mediator, speaker",RT @SirLoinn: RT @YourAnonNews #CPC govt muzzles librarians &amp; archivists http://t.co/8s4xQnP6Iu #cdnpoli #lpc #ndp @bobraeMP @MarcGa ...
808387,"Consultante conférencière et auteure marketing internet et stratégies Web. Cofondatrice de Yulbiz.org.
Web strategist (and sometimes bitch) with a purpose ",RT @SirLoinn: RT @YourAnonNews #CPC govt muzzles librarians &amp; archivists http://t.co/Sr3mMUvwd6 #cdnpoli
17141770,"Sun News Network / Parliamentary bureau, Sun Media. Opinions are my own. ","RT @davidakin: Since #CPC elected in 2006: Population up 2.5 million or 9.8% | Employment up 1.5 m or 8.4% | unemployed: +186,100 or +16 ..."
365592531,"Left leaning Anglican, Monarchist, Canadian (Acadienne) Archivist. Enjoys politics & political humour.- - Go Sens Go!",RT @SirLoinn: RT @YourAnonNews #CPC govt muzzles librarians &amp; archivists http://t.co/8s4xQnP6Iu #cdnpoli #lpc #ndp @bobraeMP @MarcGa ...
26316027,Brian G. Rice is President of the #LPC in BC. Also President of Rice Team Consulting (@riceconsult). Type 2 Diabetic #t2d.,"RT @WButler2011: Dirty politics -The #cpc, it turns out, supplied the money http://t.co/U4bEvxphVI #@RutherfordShow"
46381669,"Lead singer of  NL's Irish Descendants
A proud Newfoundland and Labradorian!",RT @Nonanon_anon: .@Eastportorganic the Queen's Jubilee is not worthy of Kevin Page. Not the way the #cpc has cheapened it. #cdnpoli
266635199,Liberal M.P. for the riding of Cape Breton-Canso. Critic for Labour and HRSDC. Husband and father. Unapologetic Leafs fan. ,"RT @WButler2011: Dirty politics -The #cpc, it turns out, supplied the money http://t.co/U4bEvxphVI #@RutherfordShow"
14231419,"You likely know me from the things I do around Canadian politics - regular on CBC's Power & Politics, sorta etc. Sorry for the baseball tweets in advance.","RT @davidakin: Since #CPC elected in 2006: Population up 2.5 million or 9.8% | Employment up 1.5 m or 8.4% | unemployed: +186,100 or +16 ..."
221250086,,"RT @davidakin: Since #CPC elected in 2006: Population up 2.5 million or 9.8% | Employment up 1.5 m or 8.4% | unemployed: +186,100 or +16 ..."
21767372,West-end kid who became a lawyer.,"RT @davidakin: Since #CPC elected in 2006: Population up 2.5 million or 9.8% | Employment up 1.5 m or 8.4% | unemployed: +186,100 or +16 ..."
431677460,To educate a man in mind and not in morals is to educate a menace to society. Teddy Roosevelt,"I know, I know... it's the Red Star. But they're correct this time.  http://t.co/b10s4i6l4a #budget2013 #cdnpoli #cino #cpc #fiscon"
111624312,"I'm a guy, dad, musician, insurance broker, manager, coach, baseball fan, basketball fan, gourmet cook and all around awesome dude.  Modest too.","RT @davidakin: Since #CPC elected in 2006: Population up 2.5 million or 9.8% | Employment up 1.5 m or 8.4% | unemployed: +186,100 or +16 ..."
10711672,"I do web stuff for a union in Ottawa Canada. Also I have a family, a paddle, a bike and lots of opinions, which are my own but available for a modest price",My rear wheel is as true as a #CPC press release. Time for a tune up #ottbike
246393685,"Fantasy author, former archaeologist, political news junkie, lover of creativity
","RT @WButler2011: Dirty politics -The #cpc, it turns out, supplied the money http://t.co/U4bEvxphVI #@RutherfordShow"
22313084,,RT @SirLoinn: RT @YourAnonNews #CPC govt muzzles librarians &amp; archivists http://t.co/8s4xQnP6Iu #cdnpoli #lpc #ndp @bobraeMP @MarcGa ...
63805938,Twitter oficial de Diario Financiero Online. Actualización minuto a minuto de noticias e indicadores.,Andrés Santa Cruz es elegido como nuevo presidente de la #CPC http://t.co/iHiBrvFkHh
216822870,"First Nations soveriegnty on Treaty Lands, taking back our right to Governance and wealth creation.  Treaty Four, Kinistin Saulteaux Nation",RT @Nonanon_anon: #pmo is trying to turn the #cpc into a brand like the Nazi party or Communist party where Cdns must be loyal 2 party.  ...
167132271,"Twitter Oficial de Estrategia, El Diario de Negocios de Chile http://www.facebook.com/DiarioEstrategia",AHORA | Andrés Santa Cruz es electo nuevo presidente de la #CPC http://t.co/wS8IXzMWH6
146087611,Estamos conversando.,Andrés Santa Cruz es electo presidente de la #CPC para el período 2013-2015 http://t.co/G10dECDzjB
155944229,"Industrial Engineer, Blogger, Business Intelligence, Innovator, Benchmarking, Market Studies, Entrepreneur, Researcher and Learning Every Day.",RT @Estrategiacl: AHORA | Andrés Santa Cruz es electo nuevo presidente de la #CPC http://t.co/wS8IXzMWH6
362102805,"*BLACKFOOT* John 3:7 Do not Marvel that I said to you, You must be Born Again. 'GO FLAMES GO'....'GO STAMPS GO'",RT @Nonanon_anon: #pmo is trying to turn the #cpc into a brand like the Nazi party or Communist party where Cdns must be loyal 2 party.  ...
16496346,"#Dub #Kiwi Familyman #Canterbury #Ōtautahi #Eqnz #Rebuildchch Creative Director - DUBMEDIA. Musician - Drummer, Engineer, Producer. Techworker, Artworker.
","RT @deepgreendesign: #Candians 2 subsidize a useless #FirstNations - #Tarsands PR yapping head. #CPC: More #bullshit, less results. #Wat ..."
291142267,CHP Canada candidate for Sarnia-Lambton. Check out our Better Solutions at www.chp.ca or call 1-888-VOTE-CHP for a free information DVD.,"RT @codyincalgary: ""Thomas Mulcair &amp; the #ndp have fundamentally betrayed Canada’s long-term economic interests"" #cdnpoli #cpc http: ..."
256508013,"Centro de Energías Renovables. Misión: asegurar la participación óptima de las ERNC en la matriz energética de Chile, para contribuir al desarrollo sustentable.",RT @DFinanciero: Nuevo presidente de la #CPC hace un llamado a “acelerar el paso” en materias como la energía http://t.co/OuHt0pJVtP
183076776,OSSTF member since 1990. President of PSSP since 2003,#CPC spend $227K to cut police costs; $20M on #Actionplan ads. No wonder they have to cut sick leave. Politics over people #fedpoli #OSSTF
615702478,"Regionalista con interés en el Emprendimiento, Innovación, Gestión de Negocios y Política, buscando mi destino siempre por la Derecha, ahora seguidor  @evopoli",RT @DFinanciero: Andrés Santa Cruz es elegido como nuevo presidente de la #CPC http://t.co/iHiBrvFkHh
90227660,Infórmate con la nueva plataforma del departamento de prensa de TVN. Ahora en web y móviles. También en http://www.facebook.com/24horas.cl,Andrés Santa Cruz es el nuevo presidente de la #CPC http://t.co/GRTX64X0Yt
123164736,Dígame licenciado.,RT @24HorasTVN: Andrés Santa Cruz es el nuevo presidente de la #CPC http://t.co/GRTX64X0Yt
456776119,"21años, Estudiante, Soltero",RT @24HorasTVN: Andrés Santa Cruz es el nuevo presidente de la #CPC http://t.co/GRTX64X0Yt
771076922,Proud Canadian of non-neutral ethnicity. Looking for stories of how you felt when your sense of belonging was questioned. / Fier canadien d'ethnicité non-neutre,RT @ahayher: @charlesrusnell BC ethnic outreach is nothing new. They just got caught. #cpc sent the imm minister to campaign in indo-cdn ...
387381118,"Des forêts, des céréales et des jeux sains. Pour nos enfants et petits enfants.","Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/j9mY9OGMAF #NDP #cdnpoli"
1063688797,"You may never understand how The Stranger is inspired, but (s)he isn't always evil and (s)he is not always wrong.","RT @moombashley: #Canada Protests @pmharper and the #CPC April 6, 2013 http://t.co/1h4WfKDRAc #CdnPoli  #OccupyCanada #OpFuckHarper #A6  ..."
220851657,"You know how to whistle, don't you...just put your lips together and blow.","Pass the Progressive budget, it's a no brainer: ""David Brooks vs. the House Progressives http://t.co/jXBV9ut9T8"" #CPC"
503754930,"SOY RETWITEADOR, me gusta @GreenDay, a favor de los movimientos sociales en Chile y el mundo. tripulante de #tierra2
chUncho de corazon.VAMOS LEONES @udechile ",RT @24HorasTVN: Andrés Santa Cruz es el nuevo presidente de la #CPC http://t.co/GRTX64X0Yt
264364455,David Finnis is the #BCNDP Provincial Council delegate for the Penticton NDP Constituency and past president of the @pentictonndp ,Dirty politics - Editorial - The Telegram http://t.co/BTMYGS2M41 #penashue &amp; #CPC disregard 4 #election rules #cdnpoli
279758619,"Pagina de #Facebook http://www.facebook.com/gonzalo.barracoloma Correo gonzalobarra94@hotmail.com
","""@24HorasTVN: Andrés Santa Cruz es el nuevo presidente de la #CPC http://t.co/ckzoPjrwz6"""
38807340,"Hello! Get the latest news on our superphones and services from Mon-Fri 9-5 EST. For support, tweet us @Bell_Support and for news follow @Bell_News. ",RT @MinPeterMacKay: Playing my #CPC caucus colleagues at an East Vs. West Hockey game in support of @Bell_Mobility 's  mental health ini ...
6114122,"Author, magazine writer + radio host. Passionate about parenting, health, education, social justice, democracy. My new thing: http://bravenewblog.net/blog/ ",RT @Johnwboyko: Is this a new low for rule of law in Canada? How can @pmharper condone fraud? @mpdeandelmastro #cpc #cdnpoli  http://t.c ...
842788621,Federación de Productores de Frutas de Chile,"Andrés Santa Cruz, actual director de FEDEFRUTA, se convierte en el nuevo presidente de la #CPC"
83304354,,The Media in Canada should get some kind of award for protecting our Governments in Canada #Canada #Politics #CPC #Liberals
327807599,Nieto de Juanes y Carmenes,"RT @Fedefruta: Andrés Santa Cruz, actual director de FEDEFRUTA, se convierte en el nuevo presidente de la #CPC"
269666410,"PI lawyer in Edmonton, 2012 election Wildrose candidate in Edmonton-Decore.",http://t.co/v1Ggl4SxXZ Upcoming budget likely to stay the course #cpc #cdnpoli
216311666,I still give a fuck. Writer. Artist. Livestreaming & tweeting NOLA revolution. #OCAM http://t.co/BvyvDMmy Donate: https://t.co/BmOKPq2N #ONOLA #OccupyTheStage.,"#Canada Protests @pmharper and the #CPC April 6, 2013 http://t.co/Ij2hiMkkOy  #CdnPoli #OccupyCanada #OpFuckHarper #A6 STEAL THIS TWEET"
85606463,"I guide 26 souls through their grade 6 year. It's funny, heartbreaking and fulfilling. I learn as much as they do.","RT @davidakin: Since #CPC elected in 2006: Population up 2.5 million or 9.8% | Employment up 1.5 m or 8.4% | unemployed: +186,100 or +16 ..."
1265924923,,#cpc = #CON rt @trapdinawrpool Dear Media: Stop reporting Penashue reimbursed those illegal contributions. He did not The party did #cdnpoli
451666832,Top/Vers Alpha Dawg; Sir to @nucksub and @pupstriker; occasionally a whore. Networking and fucking around. 18+ / NSFW. #HouseofNuckPup,"RT @TheHarperGov: #CPC'ers: For duration of the Labrador byelxn cmpgn - which hasn't begun [wink] -  let's go quiet on ""tuff on crime"".  ..."
180377030,live while we're young.,"hele bsm verslag ook af, ein-de-lijk.. #CPC"
137567832,Official Twitter Page of the Cambridge Federal Liberal Association #CFLA,"This editorial isn't pulling any punches Re: #cpc &amp; Penashue. They bought ads, prior to his resignation #cdnpoli #LPC http://t.co/SmaWryrQ1m"
1270694791,modern political philosophy,@bobraeMP ha!!! But I was under the impression that the #CPC was entirely transparent. Proroguing Parliament is done for transparency right?
221250191,"No matter how cynical you become, it’s never enough to keep up. ~~ Lily Tomlin",Great @thecurrentcbc interview with PBO Kevin Page. #integrity #accountability #quality Aren't these #CPC values? Why is he going?
17556793,converting from retired science teacher to photo artist,"@stephenlautens the #CPC motive is to ""win at all costs"".Improving economy=not a priority.Votes 4 saying they improve econ=priority #cdnpoli"
280273788,I am the Executive Director of Sierra Club Canada. You can reach me by email at: jb@sierraclub.ca,RT @poormansmedia: RMR: Rick's Rant - Action Plan Again http://t.co/uU0WXJKGHv #HarperGov #HarperSpending #propaganda #CPC #fantasy #cdnpoli
65111698,"Official site of the International Socialists and our newspaper Socialist Worker.
http://www.facebook.com/socialist.ca
",RT @CanadianPeace: The war on Iraq war wrong. Let US war resisters stay in Canada. #Iraq10years #cdnpoli #cpc #lpc #ndp #gpc
87769317,"Acompañamos tu día con los temas que hacen noticia en Chile y el mundo. ¡Encuéntranos en Facebook!
http://facebook.com/LaSegundaCom
Santiago, Chile.",#Economia Andrés Santa Cruz fue elegido nuevo presidente de la #CPC: http://t.co/dFRpTJSlRg
636188420,https://t.co/oHrRtSKJYy  comunicador en radio audioclip empedrado  señal online http://t.co/yL7yYBHJIg lun a vier 13:00 hrs. sab 15:30 hrs y dom 10:00 hrs.,#Economia Andrés Santa Cruz fue elegido nuevo presidente de la #CPC: http://t.co/n0cio2PKCG
178879310,conflicted liberal,"So much 4 the free market. What would Ayn Rand think, besides ""he looks like a cranky Michael Moore http://t.co/Gh9N2MGuQm #cdnpoli #cpc"
415086565,Mostly Human. ,RT @poormansmedia: RMR: Rick's Rant - Action Plan Again http://t.co/uU0WXJKGHv #HarperGov #HarperSpending #propaganda #CPC #fantasy #cdnpoli
700306736,Trying to do the right thing.,RT @Prespssp: #CPC spend $227K to cut police costs; $20M on #Actionplan ads. No wonder they have to cut sick leave. Politics over people ...
20054216,I write @harrowprincess & I work @queensbookstore I freelance @g33kdesign I love cycling & guitar. I only #followback if you're interesting and talkative. :) ,RT @NadineLumley: How can public trust in Canadian democracy in the face of so much #cpc Conservative election corruption? http://t.co/N ...
198722685,"Cog in the wheel, trying to make sense of nonsense.","RT @TheHarperGov: #CPC'ers: For duration of the Labrador byelxn cmpgn - which hasn't begun [wink] -  let's go quiet on ""tuff on crime"".  ..."
16535205,Canadian who lived in US 1997-2006. ♥ #ChildFree #futurism #robotics #space #PeakOil #p2 #CdnPoli #PostGrowth #ProChoice #Walkable #humour #humor,"Peter Penashue Byelection: Harper Wants A Candidate He Can Control, Ex-Tory MP Says http://t.co/gELo5NEyZy #cdnpoli #CPC"
107534282,"Searching the wreckage for signs of the democracy-to-come, believing it is already here and politics, ultimately, is a truth procedure.","Harper Just Wants 'Control,' Former #CPC MP Says http://t.co/VP17L7EhRz #cdnpoli"
16405982,"Canadian, #freemarket conservative. Welcome to my free speech zone. Groupthink cultists can piss off. Free market beats gov't dependancy. Apologize for WHAT?","RT @codyincalgary: GHG Myth busting: 

Coal vs. the #Oilsands

#cdnpoli #ndp #cpc #tarsands #forwardonclimate #nokxl #keystonexl http:// ..."
289629680,Noticias de todo nuestro país.,Andrés Santa Cruz es el nuevo presidente de la #CPC http://t.co/cwXDdbXqjy
735752629,#Fallowback  buen pololo estudiante agronomo,#Economia Andrés Santa Cruz fue elegido nuevo presidente de la #CPC: http://t.co/N83rrD9Ggs” ...?
199833381,Bean counter. Chilliwackian. Conservative. Political junkie. Happily married with 2 amazing children. Child of the King. ,"@ChadErosChillBC @peejayaitch wow, can't believe you said that. #bccp candidate says #CPC heroes are wrong about #bcpoli please take it back"
80063918,"I'm a Truck Driver, Runner, and Blogger. Most importantly I'm a Husband, Father & Grandad aspiring to be happy, healthy, and to be helpful without doing harm.",RT @poormansmedia: RMR: Rick's Rant - Action Plan Again http://t.co/uU0WXJKGHv #HarperGov #HarperSpending #propaganda #CPC #fantasy #cdnpoli
272398543,"Security Consultant, Certified Threat and Risk Assessor, Media Contributor, Author, Crime & Violence Prevention Specialist, SECURITY EXPERT / LITIGATION SUPPORT",RT @mspratt: We will see more stories like this given new #cpc laws RT @HuffPostCanada: Mall cop sacked after questionable arrest http:/ ...
37961352,"You can have my inner child when you pry it from my cold, dead fingers.",. @bobraeMP LululemonPants way more transparent than #CPC (except their motives.. THOSE are quite transparent) #cdnpoli
246637413,,RMR: Rick's Rant - Action Plan Again: http://t.co/Y8uGcuWD2F  #cdnpoli  #CPC So just how stupid do you think we are @pmharper ?
17300548,I make ART. Brain tumor removed. Agent Orange victim. Female. Disability_Status. Poverty-Oppressed in a Politically Malignant World of Perverse Greed. dd,"RT @samdinicol: Ouch. Dirty politics: #CPC's ""dirty little charade"" on @PeterPenashue - The Telegram: http://t.co/BtaYIXaGcN #cdnpoli"
15397836,"Blogger and Photographer. Chocolate Freak. Lover of Reading. Political Junkie. And for some reason, I wrote another book: Concussion Is Brain Injury.","It's hysterical that NDP tells off  #cpc Flaherty for interfering in private sector. Suddenly, conservatives are socialist, NDP capitalists!"
414186251,"a consequence of the belief that all animals deserve a temple, the cow palace is failing machines and flesh with grace",more conservative budget lies http://t.co/qc7rU6AjlI #cndpoli #cpc
257761286,"I participate in life; all aspects of it. I have a deep passion for politics and travel. Best described as opinionated, outspoken and respectful - love fun!",Just(in) watch him! #LPCldr #LPC #NDP #cpc #cdnpoli @JustinTrudeau #believe
991559018,Portal de noticias y panoramas online. ,Economía | Nuevo timonel de la #CPC plantea necesidad de acuerdos amplios http://t.co/VFveG1NkRV
906466254,"Marine biologist and coastal planner, municipal councillor in Village of Masset. Tweets are my own. ",RT @hgCoASt: Experimental Lakes closure risks federally funded research http://t.co/pbK9tWAdma #CPC #pmharper #science #water
70693316,"Son, Partner, Loyal Friend, Fierce Dragon Boater, Knight in Training, Sword Fighter, Geek, Foodie Extraordinaire, Yelper and someone you want on YOUR side!","RT @codyincalgary: GHG Myth busting: 

Coal vs. the #Oilsands

#cdnpoli #ndp #cpc #tarsands #forwardonclimate #nokxl #keystonexl http:// ..."
503693698,"I love dog agility, horse racing and clever British awards show hosts.","RT @samdinicol: Ouch. Dirty politics: #CPC's ""dirty little charade"" on @PeterPenashue - The Telegram: http://t.co/BtaYIXaGcN #cdnpoli"
242808527,"I'm a Grumpy Old Hobbit, I love good food, Politics, Science, #MineCraft and the Zombie Apocalypse, Council Memeber on the Element Animation MineCraft Server","@RobertRoss4 leftists continually howl about Canada's debt position #cdnpoli #CPC cut revenues and increased spending, you fucking retard"
299228664,So tell me whatcha want whatcha really really want,@t_stewart9 and your a superstar #CPC
83180342,"London ON, a political, sci-fi, comic book, & hockey fan. tweeting about all the above & all opinions my own. ",Dispelling myths on #CPC budget/economic/jobs record: http://t.co/tZYz9Vz9zl
8447542,Newshound. Social media assassin. Proudly Canadian. Contributor for @CTVnewschannel on #cdnpoli. @CJAD800 alum. Editor of my opinions. michaelforian@me.com,Tomorrow's budget coming out of Ottawa will chop away at Defence Department spending. Who'd a thought it? #cdnpoli #CPC
243225102,"The United Food and Commercial Workers Local 401
An Alberta major union whos purpose to improve working lives of our members & all workers for over 50 years.
",The new threat to Canadian security: librarians http://t.co/YROu0F5IZh @Cash4TO @HuffPostCanada #p2ca #cpc #ridiculous
18547284,"Hope begins in the dark. The stubborn hope that  if you just show up and try to do the right thing, the dawn will come.",RT @ufcw401: The new threat to Canadian security: librarians http://t.co/TY4ywpLhSh @Cash4TO @HuffPostCanada #p2ca #cpc #cdnpoli #ridiculous
391743192,"I am not affiliated with any media or political parties. Those tweets are my own opinions. SO SUN TV, QUEBECOR QMI AND ALL THAT YELLOW JOURNALISM CAN F*CK OFF!","RT @FletJan: CRTC - just say no to Fox News North racists
http://t.co/eLi5FHl3KC
#CRTC #cdnpoli #media #CPC #racism"
258151703,"MPA. Fan of Elvis, travel, the real football, photography, blogging and satire. Politics junkie w/an interest in trade, and the environment. Serial hobbyist.",1 #CPC move I support RT @globe politics: Flaherty says ‘concern for Canadian people’ prompted mortgage move http://t.co/QMTnYlzDcN #cdnpoli
284619179,Chop Onion. Tune Oud. Drive Taxi. Belly Dance. Import/Export. Haiku. Ball Hockey. Tea. Tej. Fez. Afro. Shaman. Karaoke. BULA! At home they just call me Ethnic.,"This isn't the first time. RT @YukonGale: RT @anti_rogue: Harper Just Wants 'Control,' Former #CPC MP Says http://t.co/DTpYJHAjSA #cdnpoli"
